Player_Names,Player_valuation,Age,Height,Position,Foot,Y_Contract_Left,Actual_Club,Data_League,Goals,Assists,Non.Penalty.Goals,Penalty.Kicks.Made,Penalty.Kicks.Attempted,Yellow.Cards,Red.Cards,xG,npxG,xA,npxG.xA,Goals.1,Shots.Total,Shots.on.target,Shots.on.target..,Goals.Shot,Goals.Shot.on.target,Average.Shot.Distance,Shots.from.free.kicks,Penalty.Kicks.Made.1,Penalty.Kicks.Attempted.1,xG.1,npxG.1,npxG.Sh,Goals...xG,Non.Penalty.Goals...npxG,Passes.Completed,Passes.Attempted,Pass.Completion..,Total.Passing.Distance,Progressive.Passing.Distance,Passes.Completed..Short.,Passes.Attempted..Short.,Pass.Completion....Short.,Passes.Completed..Medium.,Passes.Attempted..Medium.,Pass.Completion....Medium.,Passes.Completed..Long.,Passes.Attempted..Long.,Pass.Completion....Long.,Assists.1,xA.1,Key.Passes,Passes.into.Final.Third,Passes.into.Penalty.Area,Crosses.into.Penalty.Area,Progressive.Passes,Passes.Attempted.1,Live.ball.passes,Dead.ball.passes,Passes.from.Free.Kicks,Through.Balls,Passes.Under.Pressure,Switches,Crosses,Corner.Kicks,Inswinging.Corner.Kicks,Outswinging.Corner.Kicks,Straight.Corner.Kicks,Ground.passes,Low.Passes,High.Passes,Passes.Attempted..Left.,Passes.Attempted..Right.,Passes.Attempted..Head.,Throw.Ins.taken,Passes.Attempted..Other.,Passes.Completed.1,Passes.Offside,Passes.Out.of.Bounds,Passes.Intercepted,Passes.Blocked,Shot.Creating.Actions,SCA..PassLive.,SCA..PassDead.,SCA..Drib.,SCA..Sh.,SCA..Fld.,SCA..Def.,Goal.Creating.Actions,GCA..PassLive.,GCA..PassDead.,GCA..Drib.,GCA..Sh.,GCA..Fld.,GCA..Def.,Tackles,Tackles.Won,Tackles..Def.3rd.,Tackles..Mid.3rd.,Tackles..Att.3rd.,Dribblers.Tackled,Dribbles.Contested,X..of.dribblers.tackled,Dribbled.Past,Pressures,Successful.Pressures,Successful.Pressure..,Pressures..Def.3rd.,Pressures..Mid.3rd.,Pressures..Att.3rd.,Blocks,Shots.Blocked,Shots.Saved,Passes.Blocked.1,Interceptions,Tkl.Int,Clearances,Errors,Touches,Touches..Def.Pen.,Touches..Def.3rd.,Touches..Mid.3rd.,Touches..Att.3rd.,Touches..Att.Pen.,Touches..Live.Ball.,Dribbles.Completed,Dribbles.Attempted,Successful.Dribble..,Players.Dribbled.Past,Nutmegs,Carries,Total.Carrying.Distance,Progressive.Carrying.Distance,Progressive.Carries,Carries.into.Final.Third,Carries.into.Penalty.Area,Miscontrols,Dispossessed,Pass.Targets,Passes.Received,Passes.Received..,Progressive.Passes.Rec,Yellow.Cards.1,Red.Cards.1,Second.Yellow.Card,Fouls.Committed,Fouls.Drawn,Offsides,Crosses.1,Interceptions.1,Tackles.Won.1,Penalty.Kicks.Won,Penalty.Kicks.Conceded,Own.Goals,Ball.Recoveries,Aerials.won,Aerials.lost,X..of.Aerials.Won
Phil Foden,85000000,21,1.71,Left Winger,left,2.32876712328767,Manchester City,Premier League,0.48,0.27,0.48,0.0,0.0,0.03,0.0,0.48,0.48,0.27,0.74,0.48,2.83,1.33,47.0,0.17,0.36,14.3,0.0,0.0,0.0,0.48,0.48,0.17,0.0,0.0,41.27,50.2,82.2,654.21,125.54,24.15,26.53,91.0,13.3,15.55,85.5,3.14,5.97,52.6,0.27,0.27,1.71,2.35,1.5,0.27,2.93,50.2,46.35,3.85,0.58,0.24,8.94,2.18,2.22,2.56,0.78,1.19,0.07,39.25,4.3,6.65,45.77,2.73,1.13,0.2,0.14,41.27,0.14,0.72,1.4,1.5,3.44,2.39,0.44,0.14,0.31,0.14,0.03,0.82,0.55,0.03,0.03,0.14,0.07,0.0,1.02,0.78,0.44,0.27,0.31,0.34,0.82,41.7,0.48,18.59,5.52,29.7,2.18,6.21,10.2,0.85,0.07,0.0,0.78,0.78,1.81,0.34,0.0,61.8,0.51,3.82,23.53,37.99,6.72,58.04,1.64,2.73,60.0,1.67,0.1,46.45,215.81,112.03,6.62,1.74,1.67,1.74,1.84,60.5,49.01,81.0,8.29,0.03,0.0,0.0,0.85,1.81,0.48,2.22,0.78,0.78,0.0,0.0,0.0,4.98,0.41,1.6,20.3
Phil Jones,4000000,30,1.85,Centre-Back,right,1.32602739726027,Manchester United,Premier League,0.0,0.07,0.0,0.0,0.0,0.07,0.0,0.03,0.03,0.04,0.06,0.0,0.36,0.14,40.0,0.0,0.0,16.2,0.0,0.0,0.0,0.03,0.03,0.08,-0.03,-0.03,48.53,52.09,93.2,1003.25,279.62,15.25,16.39,93.0,24.8,26.22,94.6,8.27,9.12,90.6,0.07,0.04,0.21,2.0,0.14,0.0,2.07,52.09,50.95,1.14,0.86,0.0,5.99,0.86,0.14,0.0,0.0,0.0,0.0,42.97,3.99,5.13,4.99,42.54,2.78,0.29,0.14,48.53,0.0,0.78,0.14,0.29,0.43,0.36,0.0,0.0,0.07,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,1.78,1.28,1.28,0.5,0.0,0.43,0.5,85.7,0.07,8.62,3.49,40.5,5.49,3.06,0.07,2.0,0.64,0.0,1.35,1.78,3.56,6.34,0.07,63.78,7.62,36.34,28.93,1.92,0.43,62.71,0.29,0.29,100.0,0.29,0.0,40.19,190.48,100.76,2.64,0.43,0.0,0.21,0.21,40.83,40.12,98.3,0.29,0.07,0.0,0.0,0.78,0.86,0.0,0.14,1.78,1.28,0.0,0.0,0.0,9.98,2.78,1.28,68.4
Philip Billing,16000000,25,1.93,Central Midfield,left,2.32876712328767,AFC Bournemouth,Premier League,0.04,0.04,0.04,0.0,0.0,0.28,0.0,0.09,0.09,0.04,0.12,0.04,1.21,0.28,23.5,0.03,0.13,19.0,0.04,0.0,0.0,0.09,0.09,0.07,-0.05,-0.05,31.23,41.94,74.5,566.79,140.73,13.91,17.86,77.9,12.59,15.65,80.5,4.02,6.65,60.4,0.04,0.04,0.57,2.74,0.57,0.07,2.7,41.94,39.84,2.1,0.71,0.14,10.07,0.71,0.64,0.0,0.0,0.0,0.0,24.9,7.75,9.28,29.45,4.62,3.56,1.39,0.18,31.23,0.18,1.46,0.68,1.03,1.6,1.25,0.07,0.07,0.11,0.04,0.07,0.14,0.14,0.0,0.0,0.0,0.0,0.0,2.7,1.64,1.03,1.39,0.28,0.6,2.38,25.4,1.78,24.62,5.83,23.7,7.51,13.52,3.59,3.13,0.6,0.0,2.53,1.39,4.09,4.16,0.04,58.02,4.77,17.04,28.35,15.4,2.13,56.03,0.71,1.39,51.3,0.82,0.0,30.38,148.09,67.55,2.67,1.07,0.14,1.25,1.07,37.81,31.7,83.8,3.56,0.28,0.0,0.0,1.71,1.1,0.07,0.64,1.39,1.64,0.0,0.0,0.0,11.45,3.81,2.35,61.8
Philipp Förster,3500000,27,1.88,Attacking Midfield,left,1.32602739726027,VfB Stuttgart,Bundesliga,0.21,0.11,0.21,0.0,0.05,0.37,0.0,0.22,0.17,0.12,0.29,0.21,1.92,0.64,33.3,0.11,0.33,17.2,0.05,0.0,0.05,0.22,0.17,0.09,-0.01,0.04,36.31,43.08,84.3,579.88,159.31,19.14,21.59,88.6,13.76,15.62,88.1,2.51,3.36,74.6,0.11,0.12,1.23,3.09,1.39,0.11,4.32,43.08,41.11,1.97,0.43,0.05,10.66,0.37,0.75,0.37,0.16,0.05,0.05,34.28,5.65,3.15,34.6,5.39,0.96,1.01,0.37,36.31,0.16,0.27,1.81,1.44,3.09,2.24,0.27,0.27,0.27,0.05,0.0,0.21,0.21,0.0,0.0,0.0,0.0,0.0,2.13,1.28,0.59,1.39,0.16,0.91,2.03,44.7,1.12,21.01,5.23,24.9,5.12,9.22,6.66,1.65,0.11,0.0,1.55,0.85,2.99,0.37,0.0,54.97,0.64,8.05,28.74,24.21,3.47,52.94,0.85,1.92,44.4,1.01,0.11,38.44,248.35,147.37,6.93,3.68,0.75,2.08,1.17,49.27,39.93,81.1,5.92,0.37,0.0,0.0,1.71,1.23,0.16,0.75,0.85,1.28,0.0,0.0,0.0,6.77,0.91,0.85,51.5
Philipp Klement,1000000,29,1.75,Attacking Midfield,left,0.326027397260274,SC Paderborn 07,2. Bundesliga,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.06,0.06,0.26,0.32,0.19,1.3,0.37,28.6,0.14,0.5,22.6,0.37,0.0,0.0,0.06,0.06,0.04,0.13,0.13,61.61,75.15,82.0,1200.43,306.37,25.24,28.02,90.1,25.98,28.95,89.7,9.46,14.66,64.6,0.0,0.26,2.04,6.12,1.3,0.0,5.94,75.15,67.18,7.98,2.97,0.56,12.06,3.15,0.37,3.9,1.3,1.11,0.37,54.19,7.61,13.36,65.13,6.87,1.3,0.93,0.19,61.61,0.37,1.11,2.6,2.04,3.9,2.41,1.3,0.0,0.0,0.19,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,1.67,1.48,0.74,0.74,0.19,0.37,0.93,40.0,0.56,15.22,5.94,39.0,4.64,7.42,3.15,1.48,0.37,0.0,1.11,0.56,2.23,1.11,0.0,87.03,2.6,18.37,52.14,23.38,1.48,78.68,1.67,2.6,64.3,1.67,0.19,57.9,353.51,153.28,5.94,2.23,0.0,2.04,0.74,68.66,61.24,89.2,3.71,0.0,0.0,0.0,0.56,1.48,0.19,0.37,0.56,1.48,0.0,0.0,0.0,10.58,1.11,1.48,42.9
Philipp Lienhart,17000000,25,1.89,Centre-Back,right,2.32876712328767,SC Freiburg,Bundesliga,0.14,0.0,0.14,0.0,0.0,0.08,0.0,0.08,0.08,0.0,0.08,0.14,0.48,0.2,41.2,0.29,0.71,8.8,0.0,0.0,0.0,0.08,0.08,0.17,0.06,0.06,47.58,54.62,87.1,1160.01,312.42,8.47,9.68,87.5,27.61,29.32,94.2,11.33,14.98,75.7,0.0,0.0,0.03,2.33,0.06,0.0,2.5,54.62,52.27,2.36,1.91,0.03,4.83,1.68,0.08,0.0,0.0,0.0,0.0,41.61,4.12,8.89,6.85,43.09,2.97,0.45,0.11,47.58,0.08,0.95,0.87,0.48,0.39,0.28,0.0,0.0,0.08,0.03,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.76,0.36,0.45,0.28,0.03,0.25,0.62,40.9,0.36,6.14,1.85,30.1,3.79,1.99,0.36,1.54,0.9,0.0,0.65,2.44,3.2,5.72,0.03,65.59,10.66,42.0,28.5,1.77,0.65,63.35,0.14,0.22,62.5,0.2,0.0,39.98,300.38,157.92,1.71,0.34,0.03,0.28,0.08,42.73,41.83,97.9,0.14,0.08,0.0,0.0,0.67,0.84,0.06,0.08,2.44,0.36,0.0,0.03,0.0,9.85,2.92,1.63,64.2
Philipp Max,8000000,28,1.77,Left-Back,left,2.32876712328767,PSV Eindhoven,Bundesliga,0.27,0.2,0.23,0.03,0.03,0.17,0.0,0.13,0.11,0.18,0.29,0.27,1.16,0.4,34.3,0.2,0.58,24.9,0.47,0.03,0.03,0.13,0.11,0.09,0.13,0.13,31.86,47.43,67.2,635.59,310.81,13.17,15.13,87.0,13.17,16.96,77.6,5.19,13.5,38.4,0.2,0.18,2.06,2.43,1.33,0.57,3.46,47.43,32.96,14.47,3.13,0.03,6.98,2.89,2.79,3.39,0.96,1.43,0.7,20.02,9.78,17.63,32.73,4.79,1.26,7.95,0.13,31.86,0.23,1.03,0.9,1.76,2.83,1.43,1.2,0.0,0.13,0.07,0.0,0.27,0.13,0.07,0.0,0.07,0.0,0.0,1.26,0.83,0.7,0.43,0.13,0.4,1.4,28.6,1.0,13.14,4.22,32.2,5.89,5.49,1.76,1.36,0.13,0.03,1.23,0.7,1.96,2.06,0.0,55.88,2.36,16.86,25.84,17.1,1.1,41.18,0.27,0.33,80.0,0.27,0.0,27.77,158.91,85.64,3.43,1.5,0.17,0.93,0.57,32.1,26.87,83.7,2.33,0.17,0.0,0.0,0.57,0.63,0.13,2.79,0.7,0.83,0.0,0.0,0.0,8.41,0.8,0.96,45.3
Philippe Coutinho,18000000,29,1.72,Attacking Midfield,right,0.326027397260274,Aston Villa,Premier League,0.4,0.24,0.32,0.08,0.08,0.08,0.0,0.42,0.36,0.2,0.56,0.4,3.58,1.11,31.1,0.09,0.29,18.2,0.24,0.08,0.08,0.42,0.36,0.1,-0.02,-0.04,37.84,46.91,80.7,601.3,157.1,21.78,24.01,90.7,10.65,13.12,81.2,3.82,6.44,59.3,0.24,0.2,1.11,3.66,1.43,0.24,3.98,46.91,44.36,2.54,0.8,0.24,7.79,1.43,1.35,1.03,0.32,0.48,0.0,34.03,6.6,6.28,2.94,41.58,0.95,0.56,0.48,37.84,0.16,1.03,1.83,1.35,2.94,2.15,0.16,0.24,0.08,0.24,0.08,0.72,0.56,0.0,0.0,0.08,0.08,0.0,1.03,0.8,0.16,0.48,0.4,0.48,1.19,40.0,0.72,12.56,3.34,26.6,2.7,6.28,3.58,1.19,0.0,0.0,1.19,0.56,1.59,0.16,0.08,61.06,0.56,4.45,29.34,33.31,4.13,58.6,2.46,3.9,63.3,2.54,0.56,47.86,234.78,133.25,7.63,3.26,0.8,1.99,3.1,61.3,49.93,81.5,7.31,0.08,0.0,0.0,1.03,2.39,0.24,1.35,0.56,0.8,0.08,0.0,0.0,5.01,0.48,1.19,28.6
Phillipp Mwene,3000000,28,1.7,Right-Back,right,2.32876712328767,PSV Eindhoven,Eredivisie,0.07,0.22,0.07,0.0,0.0,0.22,0.0,0.01,0.01,0.1,0.12,0.07,0.44,0.29,66.7,0.17,0.25,25.3,0.0,0.0,0.0,0.01,0.01,0.03,0.06,0.06,35.88,46.54,77.1,629.19,247.21,17.87,19.34,92.4,12.06,15.44,78.1,4.63,8.46,54.8,0.22,0.1,1.25,2.57,1.54,0.37,4.04,46.54,38.46,8.09,1.47,0.0,7.21,1.84,2.5,1.18,0.29,0.81,0.0,27.72,8.53,10.29,9.78,29.78,1.25,5.44,0.07,35.88,0.22,0.81,1.4,1.91,2.57,1.4,0.96,0.07,0.0,0.15,0.0,0.29,0.15,0.15,0.0,0.0,0.0,0.0,2.35,1.47,1.47,0.81,0.07,0.96,2.21,43.3,1.25,16.99,5.44,32.0,7.79,6.25,2.94,2.13,0.37,0.0,1.76,1.25,3.6,1.76,0.0,56.99,2.35,14.78,27.13,17.87,0.81,49.12,0.44,0.88,50.0,0.51,0.0,34.63,164.26,82.79,3.9,1.47,0.07,0.81,1.1,37.87,33.09,87.4,2.43,0.22,0.0,0.0,2.35,1.03,0.15,2.5,1.25,1.47,0.0,0.15,0.0,7.43,0.59,1.18,33.3
Piero Hincapi<e9>,13000000,20,1.84,Centre-Back,left,4.32876712328767,Bayer 04 Leverkusen,Bundesliga,0.11,0.11,0.11,0.0,0.0,0.22,0.0,0.04,0.04,0.06,0.1,0.11,0.55,0.11,20.0,0.2,1.0,12.6,0.0,0.0,0.0,0.04,0.04,0.08,0.07,0.07,49.66,59.03,84.1,918.75,280.25,19.35,20.94,92.4,24.12,27.02,89.2,5.15,7.95,64.8,0.11,0.06,0.33,1.92,0.38,0.11,3.18,59.03,51.74,7.29,0.49,0.11,8.77,0.6,0.66,0.0,0.0,0.0,0.0,41.38,10.36,7.29,41.88,7.02,2.03,5.65,0.27,49.66,0.05,0.77,1.86,1.81,0.88,0.71,0.05,0.0,0.11,0.0,0.0,0.16,0.11,0.0,0.0,0.05,0.0,0.0,1.86,1.1,1.32,0.49,0.05,0.82,1.32,62.5,0.49,14.2,6.03,42.5,9.04,4.38,0.77,2.47,1.04,0.0,1.43,2.63,4.49,3.34,0.0,72.08,8.88,33.54,37.38,6.63,0.93,64.79,0.71,1.32,54.2,0.71,0.11,43.96,262.05,142.89,3.34,0.93,0.05,0.77,0.71,45.49,43.08,94.7,0.77,0.22,0.0,0.0,1.32,0.82,0.11,0.66,2.63,1.1,0.0,0.0,0.0,9.04,3.12,1.75,64.0
Pierre Højbjerg,40000000,26,1.85,Central Midfield,right,3.32876712328767,Tottenham Hotspur,Premier League,0.09,0.09,0.09,0.0,0.0,0.17,0.0,0.06,0.06,0.05,0.12,0.09,0.72,0.35,48.0,0.12,0.25,20.9,0.03,0.0,0.0,0.06,0.06,0.08,0.03,0.03,60.16,67.91,88.6,1148.11,311.5,24.54,26.61,92.2,27.45,30.1,91.2,7.46,9.91,75.3,0.09,0.05,0.63,5.93,0.92,0.14,5.59,67.91,65.49,2.42,2.02,0.14,8.93,1.9,0.4,0.06,0.0,0.0,0.0,54.84,5.7,7.37,8.78,55.3,2.36,0.32,0.17,60.16,0.23,0.75,1.67,0.52,1.79,1.5,0.09,0.12,0.0,0.03,0.06,0.17,0.17,0.0,0.0,0.0,0.0,0.0,2.56,1.64,0.72,1.44,0.4,1.04,2.94,35.3,1.9,22.15,6.22,28.1,8.18,10.8,3.17,1.99,0.32,0.0,1.67,2.13,4.69,1.93,0.0,78.71,3.02,19.12,51.18,12.64,0.89,76.49,1.09,1.64,66.7,1.12,0.06,53.71,241.57,122.54,4.03,0.89,0.14,0.72,0.89,59.13,55.96,94.6,1.35,0.17,0.0,0.0,1.47,1.41,0.0,0.4,2.13,1.64,0.0,0.0,0.0,10.89,1.41,0.75,65.3
Pierre Kalulu,10000000,21,1.79,Right-Back,right,3.32876712328767,AC Milan,Serie A,0.0,0.13,0.0,0.0,0.0,0.25,0.0,0.03,0.03,0.04,0.07,0.0,0.38,0.06,16.7,0.0,0.0,17.6,0.0,0.0,0.0,0.03,0.03,0.08,-0.03,-0.03,48.94,58.02,84.4,950.82,313.06,17.96,19.97,90.0,24.03,26.79,89.7,6.57,10.01,65.6,0.13,0.04,0.5,2.82,0.81,0.38,3.63,58.02,51.2,6.82,1.44,0.06,5.76,0.81,1.75,0.0,0.0,0.0,0.0,42.62,6.38,9.01,6.13,44.69,1.25,5.32,0.25,48.94,0.25,0.56,0.94,1.0,1.44,1.31,0.0,0.0,0.06,0.06,0.0,0.19,0.13,0.0,0.0,0.06,0.0,0.0,3.0,1.44,1.82,0.69,0.5,0.94,1.19,78.9,0.25,17.65,6.07,34.4,8.45,6.82,2.38,2.57,0.63,0.0,1.94,2.25,5.26,1.88,0.0,70.16,4.82,26.85,34.05,14.96,1.06,63.53,0.19,0.75,25.0,0.25,0.06,42.93,261.3,145.95,4.94,1.75,0.19,1.19,0.5,45.88,43.31,94.4,1.75,0.25,0.0,0.0,1.13,0.38,0.06,1.75,2.25,1.44,0.0,0.06,0.0,8.07,1.06,1.88,36.2
Pierre Lees-Melou,7000000,28,1.85,Central Midfield,right,2.32876712328767,Norwich City,Premier League,0.0,0.0,0.0,0.0,0.0,0.19,0.05,0.1,0.1,0.07,0.16,0.0,1.78,0.53,29.7,0.0,0.0,21.9,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1,33.5,42.06,79.6,628.65,165.37,14.73,16.89,87.2,12.95,14.97,86.5,4.81,7.99,60.2,0.0,0.07,0.91,3.13,1.25,0.39,4.14,42.06,41.39,0.67,0.53,0.1,7.75,1.64,1.01,0.1,0.05,0.0,0.0,26.66,6.79,8.62,6.79,33.06,1.64,0.05,0.1,33.5,0.05,0.91,1.88,1.01,2.31,1.78,0.1,0.05,0.19,0.1,0.1,0.14,0.05,0.0,0.0,0.05,0.05,0.0,3.71,2.02,1.68,1.59,0.43,1.3,3.71,35.1,2.41,25.99,6.35,24.4,10.59,11.79,3.61,2.26,0.72,0.1,1.54,1.59,5.29,1.11,0.0,53.62,3.13,15.83,26.42,13.81,1.68,53.09,0.58,1.16,50.0,0.72,0.05,33.83,151.07,68.73,2.6,0.91,0.29,0.77,0.29,39.13,34.46,88.1,2.17,0.19,0.05,0.0,2.12,0.96,0.05,1.01,1.59,2.02,0.05,0.0,0.0,9.1,0.72,1.2,37.5
Pierre-Emerick Aubameyang,15000000,32,1.87,Centre-Forward,right,3.32876712328767,FC Barcelona,La Liga,0.44,0.16,0.44,0.0,0.08,0.16,0.0,0.49,0.42,0.12,0.54,0.44,2.9,1.23,42.5,0.15,0.35,13.4,0.04,0.0,0.08,0.49,0.42,0.15,-0.05,0.02,15.23,20.91,72.8,214.58,41.42,9.34,11.73,79.7,4.65,6.36,73.1,0.68,1.11,60.7,0.16,0.12,0.87,0.68,0.91,0.04,1.47,20.91,20.04,0.87,0.0,0.12,5.61,0.2,0.72,0.0,0.0,0.0,0.0,14.27,3.62,3.02,2.35,16.74,0.6,0.04,0.2,15.23,0.16,0.12,1.07,0.91,1.83,1.31,0.0,0.12,0.28,0.12,0.0,0.28,0.2,0.0,0.04,0.04,0.0,0.0,0.87,0.44,0.4,0.24,0.24,0.16,0.52,30.8,0.36,17.85,4.53,25.4,1.83,7.51,8.51,1.43,0.16,0.0,1.27,0.36,1.23,0.4,0.0,30.69,0.76,3.34,12.8,16.22,4.61,29.7,0.32,0.87,36.4,0.36,0.0,17.69,101.93,60.15,2.78,0.99,0.87,1.59,0.36,42.58,22.42,52.7,6.52,0.16,0.0,0.0,1.15,0.87,0.72,0.72,0.36,0.44,0.0,0.0,0.0,3.22,1.59,2.74,36.7
Pierre-Yves Hamel,2000000,28,1.89,Centre-Forward,right,0.326027397260274,Clermont Foot 63,Ligue 1,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.39,0.39,0.05,0.44,0.0,2.2,0.63,28.6,0.0,0.0,13.8,0.0,0.0,0.0,0.39,0.39,0.18,-0.39,-0.39,13.85,19.51,71.0,191.96,25.49,8.5,11.01,77.1,4.09,5.04,81.3,0.47,1.26,37.5,0.0,0.05,0.63,0.94,0.47,0.16,0.79,19.51,16.21,3.3,0.0,0.0,7.4,0.31,0.31,0.0,0.0,0.0,0.0,11.8,3.93,3.78,2.67,11.64,0.79,0.0,0.79,13.85,0.0,0.79,0.47,1.1,0.94,0.63,0.0,0.0,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,1.42,0.31,0.63,1.1,0.31,0.79,40.0,0.47,22.66,4.88,21.5,2.05,9.28,11.33,0.79,0.16,0.0,0.63,0.79,2.83,0.16,0.0,30.52,0.16,3.3,14.48,14.0,3.3,27.22,0.0,0.31,0.0,0.0,0.0,13.69,40.28,17.31,1.73,0.31,0.47,2.36,1.89,39.49,19.83,50.2,3.46,0.79,0.0,0.0,2.67,1.42,0.31,0.31,0.79,1.42,0.0,0.0,0.0,2.67,4.41,6.14,41.8
Pierre-Yves Polomat,400000,28,1.83,Left-Back,left,,Without Club,Ligue 1,0.0,0.19,0.0,0.0,0.0,0.19,0.0,0.02,0.02,0.21,0.23,0.0,0.47,0.19,40.0,0.0,0.0,23.0,0.0,0.0,0.0,0.02,0.02,0.04,-0.02,-0.02,42.63,53.24,80.1,749.18,263.18,20.37,22.55,90.3,18.19,21.22,85.7,3.69,7.58,48.8,0.19,0.21,1.33,2.94,0.76,0.38,3.98,53.24,43.67,9.57,0.47,0.0,8.53,0.85,3.13,0.0,0.0,0.0,0.0,32.21,13.07,7.96,39.41,3.69,0.66,9.09,0.0,42.63,0.28,0.95,0.57,2.37,2.18,1.8,0.09,0.19,0.09,0.0,0.0,0.38,0.28,0.09,0.0,0.0,0.0,0.0,1.89,1.33,1.33,0.38,0.19,0.95,1.89,50.0,0.95,11.94,3.41,28.6,5.59,4.36,1.99,1.71,0.09,0.0,1.61,1.23,3.13,2.75,0.0,64.71,1.52,18.47,30.79,19.42,1.42,55.33,0.76,1.99,38.1,1.14,0.0,41.49,171.28,104.02,5.12,1.14,0.66,0.85,1.33,42.82,38.37,89.6,2.56,0.19,0.0,0.0,1.14,0.76,0.09,3.13,1.23,1.33,0.0,0.0,0.0,8.62,1.04,1.42,42.3
Pietro Ceccaroni,2500000,26,1.88,Centre-Back,left,4.32876712328767,Venezia FC,Serie A,0.08,0.04,0.08,0.0,0.0,0.21,0.04,0.06,0.06,0.0,0.06,0.08,0.55,0.17,30.8,0.15,0.5,9.4,0.0,0.0,0.0,0.06,0.06,0.11,0.03,0.03,41.62,49.56,84.0,860.7,333.62,11.52,12.83,89.8,24.23,26.13,92.7,5.7,9.84,57.9,0.04,0.0,0.13,2.24,0.17,0.08,2.15,49.56,46.73,2.83,1.56,0.0,5.78,0.13,0.3,0.0,0.0,0.0,0.0,35.63,4.56,9.37,38.12,7.6,1.65,1.18,0.04,41.62,0.04,0.72,1.35,0.63,0.51,0.38,0.0,0.0,0.13,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,1.35,0.72,0.84,0.42,0.08,0.42,0.55,76.9,0.13,9.29,2.74,29.5,6.04,2.41,0.84,1.94,0.89,0.04,1.06,2.15,3.5,4.73,0.04,60.75,16.42,41.83,19.71,2.83,0.76,57.96,0.38,0.63,60.0,0.42,0.0,35.08,217.4,124.83,1.69,0.3,0.0,0.17,0.21,39.43,38.71,98.2,0.08,0.21,0.04,0.0,0.89,0.8,0.0,0.3,2.15,0.72,0.0,0.04,0.0,7.81,1.82,1.22,59.7
Pietro Iemmello,700000,30,1.86,Centre-Forward,right,0.326027397260274,US Catanzaro,Serie A,0.2,0.1,0.1,0.1,0.1,0.0,0.0,0.3,0.23,0.1,0.32,0.2,1.94,1.02,52.6,0.05,0.1,15.5,0.0,0.1,0.1,0.3,0.23,0.11,-0.09,-0.12,16.06,21.07,76.2,260.69,35.18,8.18,10.13,80.8,6.14,7.98,76.9,1.43,1.84,77.8,0.1,0.1,0.82,0.82,0.31,0.1,0.82,21.07,18.92,2.15,0.0,0.1,5.22,0.0,0.31,0.0,0.0,0.0,0.0,15.44,2.56,3.07,2.25,16.47,1.74,0.1,0.1,16.06,0.1,0.2,0.31,1.23,1.43,1.13,0.0,0.0,0.31,0.0,0.0,0.31,0.2,0.0,0.0,0.1,0.0,0.0,0.61,0.51,0.2,0.41,0.0,0.0,0.82,0.0,0.82,13.91,3.99,28.7,0.61,6.55,6.75,0.72,0.1,0.0,0.61,0.2,0.82,1.02,0.0,31.5,1.33,4.4,17.69,12.48,4.09,29.25,0.51,1.33,38.5,0.61,0.1,20.66,129.78,64.94,3.78,1.23,0.72,2.25,1.74,38.56,21.58,56.0,7.98,0.0,0.0,0.0,0.51,0.61,1.13,0.31,0.2,0.51,0.0,0.0,0.0,3.99,0.72,2.66,21.2
Pione Sisto,3500000,27,1.72,Left Winger,right,2.32876712328767,FC Midtjylland,Superliga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.18,0.37,0.0,1.66,0.92,55.6,0.0,0.0,15.7,0.18,0.0,0.0,0.17,0.17,0.11,-0.17,-0.17,35.15,42.33,83.0,637.36,158.65,17.67,20.43,86.5,12.33,13.62,90.5,4.05,6.44,62.9,0.0,0.18,2.02,2.94,1.1,0.0,3.31,42.33,39.02,3.31,0.37,0.0,6.99,2.58,1.66,0.92,0.37,0.37,0.18,31.29,4.97,6.07,2.02,38.83,0.74,0.55,0.18,35.15,0.0,0.55,1.84,0.92,3.5,2.39,0.55,0.37,0.0,0.0,0.18,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.37,0.18,0.0,0.18,0.18,0.18,0.55,33.3,0.37,13.62,2.58,18.9,0.92,6.44,6.26,0.37,0.0,0.0,0.37,0.37,0.74,0.0,0.0,51.35,0.37,3.13,28.71,23.37,3.87,47.85,2.21,3.5,63.2,2.58,0.0,41.96,255.09,106.93,6.07,2.02,1.47,2.02,0.74,53.01,40.31,76.0,5.34,0.0,0.0,0.0,0.92,2.76,0.18,1.66,0.37,0.18,0.0,0.0,0.0,5.52,0.18,0.74,20.0
